name,category,subcategory,price,discounted_price,status,product_type,stock_count,available_sizes,Brand,color,Origin,HS Code,Model,description,small_description,Tags,mfg,images
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Daikin,,India,8415,DAI-717A,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by Daikin, manufactured in India, sold in rolls for package unit maintenance and replacement.",Package Units Spares,,728.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",Daikin,,Japan,8415,DAI-423X,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by Daikin, manufactured in Japan, sold in meters for package unit maintenance and replacement.",Package Units Spares,,729.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",LG,,India,8415,LG-303B,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by LG, manufactured in India, sold in rolls for moisture and contaminant removal in HVAC systems.",Package Units Spares,,730.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,pair,100,"1,2,3,4,5",LG,,India,8415,LG-600B,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by LG, manufactured in India, sold in pairs for motor starting and running in HVAC package units.",Package Units Spares,,731.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",LG,,India,8415,LG-193A,,"Package Units Spares - Contactors 40A 40A contactor spare part by LG, manufactured in India, sold in sets for switching electrical loads in HVAC package units.",Package Units Spares,,732.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,pcs,100,"1,2,3,4,5",LG,,Germany,8415,LG-907X,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by LG, manufactured in Germany, sold in pieces for package unit maintenance and replacement.",Package Units Spares,,733.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",LG,,Saudi Arabia,8415,LG-157B,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by LG, manufactured in Saudi Arabia, sold in rolls for moisture and contaminant removal in HVAC systems.",Package Units Spares,,734.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,pair,100,"1,2,3,4,5",LG,,Germany,8415,LG-525X,,"Package Units Spares - Contactors 40A 40A contactor spare part by LG, manufactured in Germany, sold in pairs for switching electrical loads in HVAC package units.",Package Units Spares,,735.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",LG,,Japan,8415,LG-220B,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by LG, manufactured in Japan, sold in rolls for moisture and contaminant removal in HVAC systems.",Package Units Spares,,736.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",LG,,India,8415,LG-846A,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by LG, manufactured in India, sold in sets for motor starting and running in HVAC package units.",Package Units Spares,,737.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",LG,,Germany,8415,LG-265B,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by LG, manufactured in Germany, sold in sets for moisture and contaminant removal in HVAC systems.",Package Units Spares,,738.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",LG,,Saudi Arabia,8415,LG-287B,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by LG, manufactured in Saudi Arabia, sold in meters for motor starting and running in HVAC package units.",Package Units Spares,,739.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",LG,,Saudi Arabia,8415,LG-277X,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by LG, manufactured in Saudi Arabia, sold by kg for package unit maintenance and replacement.",Package Units Spares,,740.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",LG,,India,8415,LG-812A,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by LG, manufactured in India, sold in meters for motor starting and running in HVAC package units.",Package Units Spares,,741.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,pcs,100,"1,2,3,4,5",LG,,India,8415,LG-137A,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by LG, manufactured in India, sold in pieces for package unit maintenance and replacement.",Package Units Spares,,742.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",LG,,UAE,8415,LG-997X,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by LG, manufactured in UAE, sold in meters for motor starting and running in HVAC package units.",Package Units Spares,,743.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Trane,,China,8415,TRA-693B,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Trane, manufactured in China, sold in rolls for motor starting and running in HVAC package units.",Package Units Spares,,744.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Trane,,Saudi Arabia,8415,TRA-270X,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by Trane, manufactured in Saudi Arabia, sold in rolls for package unit maintenance and replacement.",Package Units Spares,,745.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Trane,,UAE,8415,TRA-950C,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by Trane, manufactured in UAE, sold in rolls for moisture and contaminant removal in HVAC systems.",Package Units Spares,,746.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,box,100,"1,2,3,4,5",Trane,,India,8415,TRA-824A,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by Trane, manufactured in India, sold in boxes for moisture and contaminant removal in HVAC systems.",Package Units Spares,,747.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Trane,,Germany,8415,TRA-455A,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by Trane, manufactured in Germany, sold in rolls for package unit maintenance and replacement.",Package Units Spares,,748.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",Trane,,UAE,8415,TRA-991A,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by Trane, manufactured in UAE, sold in sets for moisture and contaminant removal in HVAC systems.",Package Units Spares,,749.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,pair,100,"1,2,3,4,5",Trane,,Saudi Arabia,8415,TRA-438A,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by Trane, manufactured in Saudi Arabia, sold in pairs for package unit maintenance and replacement.",Package Units Spares,,750.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Trane,,UAE,8415,TRA-879C,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Trane, manufactured in UAE, sold in rolls for motor starting and running in HVAC package units.",Package Units Spares,,751.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,box,100,"1,2,3,4,5",Voltas,,Japan,8415,VOL-577B,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by Voltas, manufactured in Japan, sold in boxes for moisture and contaminant removal in HVAC systems.",Package Units Spares,,752.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",Voltas,,Saudi Arabia,8415,VOL-221C,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Voltas, manufactured in Saudi Arabia, sold by kg for motor starting and running in HVAC package units.",Package Units Spares,,753.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,pcs,100,"1,2,3,4,5",Voltas,,Saudi Arabia,8415,VOL-605C,,"Package Units Spares - Contactors 40A 40A contactor spare part by Voltas, manufactured in Saudi Arabia, sold in pieces for switching electrical loads in HVAC package units.",Package Units Spares,,754.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",Voltas,,UAE,8415,VOL-482C,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Voltas, manufactured in UAE, sold in sets for motor starting and running in HVAC package units.",Package Units Spares,,755.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,pair,100,"1,2,3,4,5",Voltas,,China,8415,VOL-588B,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Voltas, manufactured in China, sold in pairs for motor starting and running in HVAC package units.",Package Units Spares,,756.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",Voltas,,India,8415,VOL-234X,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by Voltas, manufactured in India, sold in meters for moisture and contaminant removal in HVAC systems.",Package Units Spares,,757.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",Voltas,,India,8415,VOL-143B,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by Voltas, manufactured in India, sold by kg for moisture and contaminant removal in HVAC systems.",Package Units Spares,,758.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Voltas,,India,8415,VOL-613C,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Voltas, manufactured in India, sold in rolls for motor starting and running in HVAC package units.",Package Units Spares,,759.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Voltas,,UAE,8415,VOL-180X,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by Voltas, manufactured in UAE, sold in rolls for moisture and contaminant removal in HVAC systems.",Package Units Spares,,760.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Voltas,,UAE,8415,VOL-487A,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by Voltas, manufactured in UAE, sold in rolls for moisture and contaminant removal in HVAC systems.",Package Units Spares,,761.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",York,,China,8415,YOR-448X,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by York, manufactured in China, sold in sets for motor starting and running in HVAC package units.",Package Units Spares,,762.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",York,,Germany,8415,YOR-100X,,"Package Units Spares - Contactors 40A 40A contactor spare part by York, manufactured in Germany, sold by kg for switching electrical loads in HVAC package units.",Package Units Spares,,763.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",York,,China,8415,YOR-896A,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by York, manufactured in China, sold in meters for motor starting and running in HVAC package units.",Package Units Spares,,764.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,pcs,100,"1,2,3,4,5",York,,Saudi Arabia,8415,YOR-170C,,"Package Units Spares - Contactors 40A 40A contactor spare part by York, manufactured in Saudi Arabia, sold in pieces for switching electrical loads in HVAC package units.",Package Units Spares,,765.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",York,,Saudi Arabia,8415,YOR-393X,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by York, manufactured in Saudi Arabia, sold in meters for moisture and contaminant removal in HVAC systems.",Package Units Spares,,766.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,pcs,100,"1,2,3,4,5",York,,Germany,8415,YOR-889A,,"Package Units Spares - Contactors 40A 40A contactor spare part by York, manufactured in Germany, sold in pieces for switching electrical loads in HVAC package units.",Package Units Spares,,767.png
"Package Units Spares - Filter Drier 3/8""",HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",York,,China,8415,YOR-640B,,"Package Units Spares - Filter Drier 3/8"" 3/8-inch filter drier spare part by York, manufactured in China, sold by kg for moisture and contaminant removal in HVAC systems.",Package Units Spares,,768.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",York,,India,8415,YOR-632A,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by York, manufactured in India, sold in rolls for package unit maintenance and replacement.",Package Units Spares,,769.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,box,100,"1,2,3,4,5",York,,Saudi Arabia,8415,YOR-728C,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by York, manufactured in Saudi Arabia, sold in boxes for motor starting and running in HVAC package units.",Package Units Spares,,770.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",York,,China,8415,YOR-699X,,"Package Units Spares - Contactors 40A 40A contactor spare part by York, manufactured in China, sold by kg for switching electrical loads in HVAC package units.",Package Units Spares,,771.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",Zamil,,China,8415,ZAM-670A,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by Zamil, manufactured in China, sold in sets for package unit maintenance and replacement.",Package Units Spares,,772.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Zamil,,China,8415,ZAM-354C,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Zamil, manufactured in China, sold in rolls for motor starting and running in HVAC package units.",Package Units Spares,,773.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,pair,100,"1,2,3,4,5",Zamil,,India,8415,ZAM-779B,,"Package Units Spares - Contactors 40A 40A contactor spare part by Zamil, manufactured in India, sold in pairs for switching electrical loads in HVAC package units.",Package Units Spares,,774.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",Zamil,,Germany,8415,ZAM-536B,,"Package Units Spares - Contactors 40A 40A contactor spare part by Zamil, manufactured in Germany, sold in sets for switching electrical loads in HVAC package units.",Package Units Spares,,775.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",Zamil,,Japan,8415,ZAM-929C,,"Package Units Spares - Contactors 40A 40A contactor spare part by Zamil, manufactured in Japan, sold by kg for switching electrical loads in HVAC package units.",Package Units Spares,,776.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",Zamil,,UAE,8415,ZAM-665B,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Zamil, manufactured in UAE, sold by kg for motor starting and running in HVAC package units.",Package Units Spares,,777.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,roll,100,"1,2,3,4,5",Zamil,,UAE,8415,ZAM-398X,,"Package Units Spares - Contactors 40A 40A contactor spare part by Zamil, manufactured in UAE, sold in rolls for switching electrical loads in HVAC package units.",Package Units Spares,,778.png
Package Units Spares - Contactors 40A,HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",Zamil,,UAE,8415,ZAM-330X,,"Package Units Spares - Contactors 40A 40A contactor spare part by Zamil, manufactured in UAE, sold in meters for switching electrical loads in HVAC package units.",Package Units Spares,,779.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,set,100,"1,2,3,4,5",Zamil,,Germany,8415,ZAM-829X,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Zamil, manufactured in Germany, sold in sets for motor starting and running in HVAC package units.",Package Units Spares,,780.png
Package Units Spares - Fan Motor 1.5HP,HVAC,Package Units Spares,3000,2500,active,kg,100,"1,2,3,4,5",Zamil,,Saudi Arabia,8415,ZAM-837A,,"Package Units Spares - Fan Motor 1.5HP 1.5HP fan motor spare part by Zamil, manufactured in Saudi Arabia, sold by kg for package unit maintenance and replacement.",Package Units Spares,,781.png
Package Units Spares - Capacitor 50uF,HVAC,Package Units Spares,3000,2500,active,mtr,100,"1,2,3,4,5",Zamil,,Germany,8415,ZAM-729B,,"Package Units Spares - Capacitor 50uF 50uF capacitor spare part by Zamil, manufactured in Germany, sold in meters for motor starting and running in HVAC package units.",Package Units Spares,,782.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,set,100,"1,2,3,4,5",Carrier,,UAE,3827,CAR-821A,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Carrier, manufactured in UAE, sold in sets for automotive and commercial cooling applications.",Refrigerants,,783.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,pcs,100,"1,2,3,4,5",Carrier,,China,3827,CAR-376A,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Carrier, manufactured in China, sold in pieces for automotive and commercial cooling applications.",Refrigerants,,784.png
Refrigerants - R32 9kg,HVAC,Refrigerants,3000,2500,active,kg,100,"1,2,3,4,5",Carrier,,Germany,3827,CAR-239X,,"Refrigerants - R32 9kg R32 refrigerant, 9kg cylinder, by Carrier, manufactured in Germany, sold by kg for energy-efficient residential and commercial AC systems.",Refrigerants,,785.png
Refrigerants - R22 13.6kg,HVAC,Refrigerants,3000,2500,active,box,100,"1,2,3,4,5",Carrier,,India,3827,CAR-915X,,"Refrigerants - R22 13.6kg R22 refrigerant, 13.6kg cylinder, by Carrier, manufactured in India, sold in boxes for servicing existing air conditioning and refrigeration systems.",Refrigerants,,786.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,kg,100,"1,2,3,4,5",Carrier,,Saudi Arabia,3827,CAR-355C,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Carrier, manufactured in Saudi Arabia, sold by kg for automotive and commercial cooling applications.",Refrigerants,,787.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,box,100,"1,2,3,4,5",Carrier,,Germany,3827,CAR-870B,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Carrier, manufactured in Germany, sold in boxes for automotive and commercial cooling applications.",Refrigerants,,788.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,box,100,"1,2,3,4,5",Carrier,,India,3827,CAR-340X,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by Carrier, manufactured in India, sold in boxes for modern residential and commercial AC system charging.",Refrigerants,,789.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,roll,100,"1,2,3,4,5",Carrier,,UAE,3827,CAR-204B,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by Carrier, manufactured in UAE, sold in rolls for modern residential and commercial AC system charging.",Refrigerants,,790.png
Refrigerants - R32 9kg,HVAC,Refrigerants,3000,2500,active,pcs,100,"1,2,3,4,5",Carrier,,China,3827,CAR-678X,,"Refrigerants - R32 9kg R32 refrigerant, 9kg cylinder, by Carrier, manufactured in China, sold in pieces for energy-efficient residential and commercial AC systems.",Refrigerants,,791.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,kg,100,"1,2,3,4,5",Carrier,,Saudi Arabia,3827,CAR-301A,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by Carrier, manufactured in Saudi Arabia, sold by kg for modern residential and commercial AC system charging.",Refrigerants,,792.png
Refrigerants - R22 13.6kg,HVAC,Refrigerants,3000,2500,active,roll,100,"1,2,3,4,5",Carrier,,Japan,3827,CAR-713A,,"Refrigerants - R22 13.6kg R22 refrigerant, 13.6kg cylinder, by Carrier, manufactured in Japan, sold in rolls for servicing existing air conditioning and refrigeration systems.",Refrigerants,,793.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,set,100,"1,2,3,4,5",Carrier,,India,3827,CAR-688C,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by Carrier, manufactured in India, sold in sets for modern residential and commercial AC system charging.",Refrigerants,,794.png
Refrigerants - R32 9kg,HVAC,Refrigerants,3000,2500,active,pcs,100,"1,2,3,4,5",Carrier,,Japan,3827,CAR-897X,,"Refrigerants - R32 9kg R32 refrigerant, 9kg cylinder, by Carrier, manufactured in Japan, sold in pieces for energy-efficient residential and commercial AC systems.",Refrigerants,,795.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,roll,100,"1,2,3,4,5",Carrier,,Germany,3827,CAR-948B,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Carrier, manufactured in Germany, sold in rolls for automotive and commercial cooling applications.",Refrigerants,,796.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,box,100,"1,2,3,4,5",Carrier,,Japan,3827,CAR-794C,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by Carrier, manufactured in Japan, sold in boxes for modern residential and commercial AC system charging.",Refrigerants,,797.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,set,100,"1,2,3,4,5",Daikin,,China,3827,DAI-670X,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Daikin, manufactured in China, sold in sets for automotive and commercial cooling applications.",Refrigerants,,798.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,kg,100,"1,2,3,4,5",Daikin,,Germany,3827,DAI-949A,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Daikin, manufactured in Germany, sold by kg for automotive and commercial cooling applications.",Refrigerants,,799.png
Refrigerants - R22 13.6kg,HVAC,Refrigerants,3000,2500,active,set,100,"1,2,3,4,5",Daikin,,China,3827,DAI-676B,,"Refrigerants - R22 13.6kg R22 refrigerant, 13.6kg cylinder, by Daikin, manufactured in China, sold in sets for servicing existing air conditioning and refrigeration systems.",Refrigerants,,800.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,box,100,"1,2,3,4,5",Daikin,,Saudi Arabia,3827,DAI-971B,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by Daikin, manufactured in Saudi Arabia, sold in boxes for modern residential and commercial AC system charging.",Refrigerants,,801.png
Refrigerants - R32 9kg,HVAC,Refrigerants,3000,2500,active,kg,100,"1,2,3,4,5",Daikin,,India,3827,DAI-283A,,"Refrigerants - R32 9kg R32 refrigerant, 9kg cylinder, by Daikin, manufactured in India, sold by kg for energy-efficient residential and commercial AC systems.",Refrigerants,,802.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,set,100,"1,2,3,4,5",Daikin,,Saudi Arabia,3827,DAI-297X,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Daikin, manufactured in Saudi Arabia, sold in sets for automotive and commercial cooling applications.",Refrigerants,,803.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,roll,100,"1,2,3,4,5",Daikin,,Saudi Arabia,3827,DAI-386X,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by Daikin, manufactured in Saudi Arabia, sold in rolls for modern residential and commercial AC system charging.",Refrigerants,,804.png
Refrigerants - R22 13.6kg,HVAC,Refrigerants,3000,2500,active,box,100,"1,2,3,4,5",Daikin,,Saudi Arabia,3827,DAI-803B,,"Refrigerants - R22 13.6kg R22 refrigerant, 13.6kg cylinder, by Daikin, manufactured in Saudi Arabia, sold in boxes for servicing existing air conditioning and refrigeration systems.",Refrigerants,,805.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,roll,100,"1,2,3,4,5",Daikin,,Saudi Arabia,3827,DAI-466X,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by Daikin, manufactured in Saudi Arabia, sold in rolls for automotive and commercial cooling applications.",Refrigerants,,806.png
Refrigerants - R32 9kg,HVAC,Refrigerants,3000,2500,active,mtr,100,"1,2,3,4,5",Daikin,,Japan,3827,DAI-645C,,"Refrigerants - R32 9kg R32 refrigerant, 9kg cylinder, by Daikin, manufactured in Japan, sold in meters for energy-efficient residential and commercial AC systems.",Refrigerants,,807.png
Refrigerants - R22 13.6kg,HVAC,Refrigerants,3000,2500,active,box,100,"1,2,3,4,5",Daikin,,Germany,3827,DAI-627A,,"Refrigerants - R22 13.6kg R22 refrigerant, 13.6kg cylinder, by Daikin, manufactured in Germany, sold in boxes for servicing existing air conditioning and refrigeration systems.",Refrigerants,,808.png
Refrigerants - R22 13.6kg,HVAC,Refrigerants,3000,2500,active,kg,100,"1,2,3,4,5",LG,,Saudi Arabia,3827,LG-724A,,"Refrigerants - R22 13.6kg R22 refrigerant, 13.6kg cylinder, by LG, manufactured in Saudi Arabia, sold by kg for servicing existing air conditioning and refrigeration systems.",Refrigerants,,809.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,pcs,100,"1,2,3,4,5",LG,,China,3827,LG-728C,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by LG, manufactured in China, sold in pieces for modern residential and commercial AC system charging.",Refrigerants,,810.png
Refrigerants - R134a 13.6kg,HVAC,Refrigerants,3000,2500,active,roll,100,"1,2,3,4,5",LG,,Germany,3827,LG-109A,,"Refrigerants - R134a 13.6kg R134a refrigerant, 13.6kg cylinder, by LG, manufactured in Germany, sold in rolls for automotive and commercial cooling applications.",Refrigerants,,811.png
Refrigerants - R22 13.6kg,HVAC,Refrigerants,3000,2500,active,mtr,100,"1,2,3,4,5",LG,,UAE,3827,LG-429X,,"Refrigerants - R22 13.6kg R22 refrigerant, 13.6kg cylinder, by LG, manufactured in UAE, sold in meters for servicing existing air conditioning and refrigeration systems.",Refrigerants,,812.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,set,100,"1,2,3,4,5",LG,,China,3827,LG-653C,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by LG, manufactured in China, sold in sets for modern residential and commercial AC system charging.",Refrigerants,,813.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,roll,100,"1,2,3,4,5",LG,,Saudi Arabia,3827,LG-420C,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by LG, manufactured in Saudi Arabia, sold in rolls for modern residential and commercial AC system charging.",Refrigerants,,814.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,pair,100,"1,2,3,4,5",LG,,Saudi Arabia,3827,LG-941A,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by LG, manufactured in Saudi Arabia, sold in pairs for modern residential and commercial AC system charging.",Refrigerants,,815.png
Refrigerants - R410A 10kg,HVAC,Refrigerants,3000,2500,active,pair,100,"1,2,3,4,5",LG,,UAE,3827,LG-607A,,"Refrigerants - R410A 10kg R410A refrigerant, 10kg cylinder, by LG, manufactured in UAE, sold in pairs for modern residential and commercial AC system charging.",Refrigerants,,816.png
